JED,SVF ROW,SVF COL
172,88,164
173,89,164
174,90,164
175,91,164
176,92,164
177,93,164
178,94,164
179,95,164
180,96,164
181,97,164
182,98,164
183,99,164
184,100,164
185,101,164
186,102,164
187,103,164
188,104,164
189,105,164
190,106,164
191,107,164
192,12,163
193,13,163
194,14,163
195,15,163
196,16,163
197,17,163
198,18,163
199,19,163
200,20,163
201,21,163
202,22,163
203,23,163
204,24,163
205,25,163
206,26,163
207,27,163
208,28,163
209,29,163
210,30,163
211,31,163
212,32,163
213,33,163
214,34,163
215,35,163
216,36,163
217,37,163
218,38,163
219,39,163
220,40,163
221,41,163
222,42,163
223,43,163
224,44,163
225,45,163
226,46,163
227,47,163
228,48,163
229,49,163
230,50,163
231,51,163
232,52,163
233,53,163
234,54,163
235,55,163
236,56,163
237,57,163
238,58,163
239,59,163
240,60,163
241,61,163
242,62,163
243,63,163
244,64,163
245,65,163
246,66,163
247,67,163
248,68,163
249,69,163
250,70,163
251,71,163
252,72,163
253,73,163
254,74,163
255,75,163
256,76,163
257,77,163
258,78,163
259,79,163
260,80,163
261,81,163
262,82,163
263,83,163
264,84,163
265,85,163
266,86,163
267,87,163
268,88,163
269,89,163
270,90,163
271,91,163
272,92,163
273,93,163
274,94,163
275,95,163
276,96,163
277,97,163
278,98,163
279,99,163
280,100,163
281,101,163
282,102,163
283,103,163
284,104,163
285,105,163
286,106,163
287,107,163
288,12,162
289,13,162
290,14,162
291,15,162
292,16,162
293,17,162
294,18,162
295,19,162
296,20,162
297,21,162
298,22,162
299,23,162
300,24,162
301,25,162
302,26,162
303,27,162
304,28,162
305,29,162
306,30,162
307,31,162
308,32,162
309,33,162
310,34,162
311,35,162
312,36,162
313,37,162
314,38,162
315,39,162
316,40,162
317,41,162
318,42,162
319,43,162
320,44,162
321,45,162
322,46,162
323,47,162
324,48,162
325,49,162
326,50,162
327,51,162
328,52,162
329,53,162
330,54,162
331,55,162
332,56,162
333,57,162
334,58,162
335,59,162
336,60,162
337,61,162
338,62,162
339,63,162
340,64,162
341,65,162
342,66,162
343,67,162
344,68,162
345,69,162
346,70,162
347,71,162
348,72,162
349,73,162
350,74,162
351,75,162
352,76,162
353,77,162
354,78,162
355,79,162
356,80,162
357,81,162
358,82,162
359,83,162
360,84,162
361,85,162
362,86,162
363,87,162
364,88,162
365,89,162
366,90,162
367,91,162
368,92,162
369,93,162
370,94,162
371,95,162
372,96,162
373,97,162
374,98,162
375,99,162
376,100,162
377,101,162
378,102,162
379,103,162
380,104,162
381,105,162
382,106,162
383,107,162
384,12,161
385,13,161
386,14,161
387,15,161
388,16,161
389,17,161
390,18,161
391,19,161
392,20,161
393,21,161
394,22,161
395,23,161
396,24,161
397,25,161
398,26,161
399,27,161
400,28,161
401,29,161
402,30,161
403,31,161
404,32,161
405,33,161
406,34,161
407,35,161
408,36,161
409,37,161
410,38,161
411,39,161
412,40,161
413,41,161
414,42,161
415,43,161
416,44,161
417,45,161
418,46,161
419,47,161
420,48,161
421,49,161
422,50,161
423,51,161
424,52,161
425,53,161
426,54,161
427,55,161
428,56,161
429,57,161
430,58,161
431,59,161
432,60,161
433,61,161
434,62,161
435,63,161
436,64,161
437,65,161
438,66,161
439,67,161
440,68,161
441,69,161
442,70,161
443,71,161
444,72,161
445,73,161
446,74,161
447,75,161
448,76,161
449,77,161
450,78,161
451,79,161
452,80,161
453,81,161
454,82,161
455,83,161
456,84,161
457,85,161
458,86,161
459,87,161
460,88,161
461,89,161
462,90,161
463,91,161
464,92,161
465,93,161
466,94,161
467,95,161
468,96,161
469,97,161
470,98,161
471,99,161
472,100,161
473,101,161
474,102,161
475,103,161
476,104,161
477,105,161
478,106,161
479,107,161
480,12,160
481,13,160
482,14,160
483,15,160
484,16,160
485,17,160
486,18,160
487,19,160
488,20,160
489,21,160
490,22,160
491,23,160
492,24,160
493,25,160
494,26,160
495,27,160
496,28,160
497,29,160
498,30,160
499,31,160
500,32,160
501,33,160
502,34,160
503,35,160
504,36,160
505,37,160
506,38,160
507,39,160
508,40,160
509,41,160
510,42,160
511,43,160
512,44,160
513,45,160
514,46,160
515,47,160
516,48,160
517,49,160
518,50,160
519,51,160
520,52,160
521,53,160
522,54,160
523,55,160
524,56,160
525,57,160
526,58,160
527,59,160
528,60,160
529,61,160
530,62,160
531,63,160
532,64,160
533,65,160
534,66,160
535,67,160
536,68,160
537,69,160
538,70,160
539,71,160
540,72,160
541,73,160
542,74,160
543,75,160
544,76,160
545,77,160
546,78,160
547,79,160
548,80,160
549,81,160
550,82,160
551,83,160
552,84,160
553,85,160
554,86,160
555,87,160
556,88,160
557,89,160
558,90,160
559,91,160
560,92,160
561,93,160
562,94,160
563,95,160
564,96,160
565,97,160
566,98,160
567,99,160
568,100,160
569,101,160
570,102,160
571,103,160
572,104,160
573,105,160
574,106,160
575,107,160
576,12,159
577,13,159
578,14,159
579,15,159
580,16,159
581,17,159
582,18,159
583,19,159
584,20,159
585,21,159
586,22,159
587,23,159
588,24,159
589,25,159
590,26,159
591,27,159
592,28,159
593,29,159
594,30,159
595,31,159
596,32,159
597,33,159
598,34,159
599,35,159
600,36,159
601,37,159
602,38,159
603,39,159
604,40,159
605,41,159
606,42,159
607,43,159
608,44,159
609,45,159
610,46,159
611,47,159
612,48,159
613,49,159
614,50,159
615,51,159
616,52,159
617,53,159
618,54,159
619,55,159
620,56,159
621,57,159
622,58,159
623,59,159
624,60,159
625,61,159
626,62,159
627,63,159
628,64,159
629,65,159
630,66,159
631,67,159
632,68,159
633,69,159
634,70,159
635,71,159
636,72,159
637,73,159
638,74,159
639,75,159
640,76,159
641,77,159
642,78,159
643,79,159
644,80,159
645,81,159
646,82,159
647,83,159
648,84,159
649,85,159
650,86,159
651,87,159
652,88,159
653,89,159
654,90,159
655,91,159
656,92,159
657,93,159
658,94,159
659,95,159
660,96,159
661,97,159
662,98,159
663,99,159
664,100,159
665,101,159
666,102,159
667,103,159
668,104,159
669,105,159
670,106,159
671,107,159
672,12,158
673,13,158
674,14,158
675,15,158
676,16,158
677,17,158
678,18,158
679,19,158
680,20,158
681,21,158
682,22,158
683,23,158
684,24,158
685,25,158
686,26,158
687,27,158
688,28,158
689,29,158
690,30,158
691,31,158
692,32,158
693,33,158
694,34,158
695,35,158
696,36,158
697,37,158
698,38,158
699,39,158
700,40,158
701,41,158
702,42,158
703,43,158
704,44,158
705,45,158
706,46,158
707,47,158
708,48,158
709,49,158
710,50,158
711,51,158
712,52,158
713,53,158
714,54,158
715,55,158
716,56,158
717,57,158
718,58,158
719,59,158
720,60,158
721,61,158
722,62,158
723,63,158
724,64,158
725,65,158
726,66,158
727,67,158
728,68,158
729,69,158
730,70,158
731,71,158
732,72,158
733,73,158
734,74,158
735,75,158
736,76,158
737,77,158
738,78,158
739,79,158
740,80,158
741,81,158
742,82,158
743,83,158
744,84,158
745,85,158
746,86,158
747,87,158
748,88,158
749,89,158
750,90,158
751,91,158
752,92,158
753,93,158
754,94,158
755,95,158
756,96,158
757,97,158
758,98,158
759,99,158
760,100,158
761,101,158
762,102,158
763,103,158
764,104,158
765,105,158
766,106,158
767,107,158
768,12,157
769,13,157
770,14,157
771,15,157
772,16,157
773,17,157
774,18,157
775,19,157
776,20,157
777,21,157
778,22,157
779,23,157
780,24,157
781,25,157
782,26,157
783,27,157
784,28,157
785,29,157
786,30,157
787,31,157
788,32,157
789,33,157
790,34,157
791,35,157
792,36,157
793,37,157
794,38,157
795,39,157
796,40,157
797,41,157
798,42,157
799,43,157
800,44,157
801,45,157
802,46,157
803,47,157
804,48,157
805,49,157
806,50,157
807,51,157
808,52,157
809,53,157
810,54,157
811,55,157
812,56,157
813,57,157
814,58,157
815,59,157
816,60,157
817,61,157
818,62,157
819,63,157
820,64,157
821,65,157
822,66,157
823,67,157
824,68,157
825,69,157
826,70,157
827,71,157
828,72,157
829,73,157
830,74,157
831,75,157
832,76,157
833,77,157
834,78,157
835,79,157
836,80,157
837,81,157
838,82,157
839,83,157
840,84,157
841,85,157
842,86,157
843,87,157
844,88,157
845,89,157
846,90,157
847,91,157
848,92,157
849,93,157
850,94,157
851,95,157
852,96,157
853,97,157
854,98,157
855,99,157
856,100,157
857,101,157
858,102,157
859,103,157
860,104,157
861,105,157
862,106,157
863,107,157
864,12,156
865,13,156
866,14,156
867,15,156
868,16,156
869,17,156
870,18,156
871,19,156
872,20,156
873,21,156
874,22,156
875,23,156
876,24,156
877,25,156
878,26,156
879,27,156
880,28,156
881,29,156
882,30,156
883,31,156
884,32,156
885,33,156
886,34,156
887,35,156
888,36,156
889,37,156
890,38,156
891,39,156
892,40,156
893,41,156
894,42,156
895,43,156
896,44,156
897,45,156
898,46,156
899,47,156
900,48,156
901,49,156
902,50,156
903,51,156
904,52,156
905,53,156
906,54,156
907,55,156
908,56,156
909,57,156
910,58,156
911,59,156
912,60,156
913,61,156
914,62,156
915,63,156
916,64,156
917,65,156
918,66,156
919,67,156
920,68,156
921,69,156
922,70,156
923,71,156
924,72,156
925,73,156
926,74,156
927,75,156
928,76,156
929,77,156
930,78,156
931,79,156
932,80,156
933,81,156
934,82,156
935,83,156
936,84,156
937,85,156
938,86,156
939,87,156
940,88,156
941,89,156
942,90,156
943,91,156
944,92,156
945,93,156
946,94,156
947,95,156
948,96,156
949,97,156
950,98,156
951,99,156
952,100,156
953,101,156
954,102,156
955,103,156
956,104,156
957,105,156
958,106,156
959,107,156
960,12,155
961,13,155
962,14,155
963,15,155
964,16,155
965,17,155
966,18,155
967,19,155
968,20,155
969,21,155
970,22,155
971,23,155
972,24,155
973,25,155
974,26,155
975,27,155
976,28,155
977,29,155
978,30,155
979,31,155
980,32,155
981,33,155
982,34,155
983,35,155
984,36,155
985,37,155
986,38,155
987,39,155
988,40,155
989,41,155
990,42,155
991,43,155
992,44,155
993,45,155
994,46,155
995,47,155
996,48,155
997,49,155
998,50,155
999,51,155
1000,52,155
1001,53,155
1002,54,155
1003,55,155
1004,56,155
1005,57,155
1006,58,155
1007,59,155
1008,60,155
1009,61,155
1010,62,155
1011,63,155
1012,64,155
1013,65,155
1014,66,155
1015,67,155
1016,68,155
1017,69,155
1018,70,155
1019,71,155
1020,72,155
1021,73,155
1022,74,155
1023,75,155
1024,76,155
1025,77,155
1026,78,155
1027,79,155
1028,80,155
1029,81,155
1030,82,155
1031,83,155
1032,84,155
1033,85,155
1034,86,155
1035,87,155
1036,88,155
1037,89,155
1038,90,155
1039,91,155
1040,92,155
1041,93,155
1042,94,155
1043,95,155
1044,96,155
1045,97,155
1046,98,155
1047,99,155
1048,100,155
1049,101,155
1050,102,155
1051,103,155
1052,104,155
1053,105,155
1054,106,155
1055,107,155
1056,12,154
1057,13,154
1058,14,154
1059,15,154
1060,16,154
1061,17,154
1062,18,154
1063,19,154
1064,20,154
1065,21,154
1066,22,154
1067,23,154
1068,24,154
1069,25,154
1070,26,154
1071,27,154
1072,28,154
1073,29,154
1074,30,154
1075,31,154
1076,32,154
1077,33,154
1078,34,154
1079,35,154
1080,36,154
1081,37,154
1082,38,154
1083,39,154
1084,40,154
1085,41,154
1086,42,154
1087,43,154
1088,44,154
1089,45,154
1090,46,154
1091,47,154
1092,48,154
1093,49,154
1094,50,154
1095,51,154
1096,52,154
1097,53,154
1098,54,154
1099,55,154
1100,56,154
1101,57,154
1102,58,154
1103,59,154
1104,60,154
1105,61,154
1106,62,154
1107,63,154
1108,64,154
1109,65,154
1110,66,154
1111,67,154
1112,68,154
1113,69,154
1114,70,154
1115,71,154
1116,72,154
1117,73,154
1118,74,154
1119,75,154
1120,76,154
1121,77,154
1122,78,154
1123,79,154
1124,80,154
1125,81,154
1126,82,154
1127,83,154
1128,84,154
1129,85,154
1130,86,154
1131,87,154
1132,88,154
1133,89,154
1134,90,154
1135,91,154
1136,92,154
1137,93,154
1138,94,154
1139,95,154
1140,96,154
1141,97,154
1142,98,154
1143,99,154
1144,100,154
1145,101,154
1146,102,154
1147,103,154
1148,104,154
1149,105,154
1150,106,154
1151,107,154
1152,12,153
1153,13,153
1154,14,153
1155,15,153
1156,16,153
1157,17,153
1158,18,153
1159,19,153
1160,20,153
1161,21,153
1162,22,153
1163,23,153
1164,24,153
1165,25,153
1166,26,153
1167,27,153
1168,28,153
1169,29,153
1170,30,153
1171,31,153
1172,32,153
1173,33,153
1174,34,153
1175,35,153
1176,36,153
1177,37,153
1178,38,153
1179,39,153
1180,40,153
1181,41,153
1182,42,153
1183,43,153
1184,44,153
1185,45,153
1186,46,153
1187,47,153
1188,48,153
1189,49,153
1190,50,153
1191,51,153
1192,52,153
1193,53,153
1194,54,153
1195,55,153
1196,56,153
1197,57,153
1198,58,153
1199,59,153
1200,60,153
1201,61,153
1202,62,153
1203,63,153
1204,64,153
1205,65,153
1206,66,153
1207,67,153
1208,68,153
1209,69,153
1210,70,153
1211,71,153
1212,72,153
1213,73,153
1214,74,153
1215,75,153
1216,76,153
1217,77,153
1218,78,153
1219,79,153
1220,80,153
1221,81,153
1222,82,153
1223,83,153
1224,84,153
1225,85,153
1226,86,153
1227,87,153
1228,88,153
1229,89,153
1230,90,153
1231,91,153
1232,92,153
1233,93,153
1234,94,153
1235,95,153
1236,96,153
1237,97,153
1238,98,153
1239,99,153
1240,100,153
1241,101,153
1242,102,153
1243,103,153
1244,104,153
1245,105,153
1246,106,153
1247,107,153
1248,12,152
1249,13,152
1250,14,152
1251,15,152
1252,16,152
1253,17,152
1254,18,152
1255,19,152
1256,20,152
1257,21,152
1258,22,152
1259,23,152
1260,24,152
1261,25,152
1262,26,152
1263,27,152
1264,28,152
1265,29,152
1266,30,152
1267,31,152
1268,32,152
1269,33,152
1270,34,152
1271,35,152
1272,36,152
1273,37,152
1274,38,152
1275,39,152
1276,40,152
1277,41,152
1278,42,152
1279,43,152
1280,44,152
1281,45,152
1282,46,152
1283,47,152
1284,48,152
1285,49,152
1286,50,152
1287,51,152
1288,52,152
1289,53,152
1290,54,152
1291,55,152
1292,56,152
1293,57,152
1294,58,152
1295,59,152
1296,60,152
1297,61,152
1298,62,152
1299,63,152
1300,64,152
1301,65,152
1302,66,152
1303,67,152
1304,68,152
1305,69,152
1306,70,152
1307,71,152
1308,72,152
1309,73,152
1310,74,152
1311,75,152
1312,76,152
1313,77,152
1314,78,152
1315,79,152
1316,80,152
1317,81,152
1318,82,152
1319,83,152
1320,84,152
1321,85,152
1322,86,152
1323,87,152
1324,88,152
1325,89,152
1326,90,152
1327,91,152
1328,92,152
1329,93,152
1330,94,152
1331,95,152
1332,96,152
1333,97,152
1334,98,152
1335,99,152
1336,100,152
1337,101,152
1338,102,152
1339,103,152
1340,104,152
1341,105,152
1342,106,152
1343,107,152
1344,12,151
1345,13,151
1346,14,151
1347,15,151
1348,16,151
1349,17,151
1350,18,151
1351,19,151
1352,20,151
1353,21,151
1354,22,151
1355,23,151
1356,24,151
1357,25,151
1358,26,151
1359,27,151
1360,28,151
1361,29,151
1362,30,151
1363,31,151
1364,32,151
1365,33,151
1366,34,151
1367,35,151
1368,36,151
1369,37,151
1370,38,151
1371,39,151
1372,40,151
1373,41,151
1374,42,151
1375,43,151
1376,44,151
1377,45,151
1378,46,151
1379,47,151
1380,48,151
1381,49,151
1382,50,151
1383,51,151
1384,52,151
1385,53,151
1386,54,151
1387,55,151
1388,56,151
1389,57,151
1390,58,151
1391,59,151
1392,60,151
1393,61,151
1394,62,151
1395,63,151
1396,64,151
1397,65,151
1398,66,151
1399,67,151
1400,68,151
1401,69,151
1402,70,151
1403,71,151
1404,72,151
1405,73,151
1406,74,151
1407,75,151
1408,76,151
1409,77,151
1410,78,151
1411,79,151
1412,80,151
1413,81,151
1414,82,151
1415,83,151
1416,84,151
1417,85,151
1418,86,151
1419,87,151
1420,88,151
1421,89,151
1422,90,151
1423,91,151
1424,92,151
1425,93,151
1426,94,151
1427,95,151
1428,96,151
1429,97,151
1430,98,151
1431,99,151
1432,100,151
1433,101,151
1434,102,151
1435,103,151
1436,104,151
1437,105,151
1438,106,151
1439,107,151
1440,12,150
1441,13,150
1442,14,150
1443,15,150
1444,16,150
1445,17,150
1446,18,150
1447,19,150
1448,20,150
1449,21,150
1450,22,150
1451,23,150
1452,24,150
1453,25,150
1454,26,150
1455,27,150
1456,28,150
1457,29,150
1458,30,150
1459,31,150
1460,32,150
1461,33,150
1462,34,150
1463,35,150
1464,36,150
1465,37,150
1466,38,150
1467,39,150
1468,40,150
1469,41,150
1470,42,150
1471,43,150
1472,44,150
1473,45,150
1474,46,150
1475,47,150
1476,48,150
1477,49,150
1478,50,150
1479,51,150
1480,52,150
1481,53,150
1482,54,150
1483,55,150
1484,56,150
1485,57,150
1486,58,150
1487,59,150
1488,60,150
1489,61,150
1490,62,150
1491,63,150
1492,64,150
1493,65,150
1494,66,150
1495,67,150
1496,68,150
1497,69,150
1498,70,150
1499,71,150
1500,72,150
1501,73,150
1502,74,150
1503,75,150
1504,76,150
1505,77,150
1506,78,150
1507,79,150
1508,80,150
1509,81,150
1510,82,150
1511,83,150
1512,84,150
1513,85,150
1514,86,150
1515,87,150
1516,88,150
1517,89,150
1518,90,150
1519,91,150
1520,92,150
1521,93,150
1522,94,150
1523,95,150
1524,96,150
1525,97,150
1526,98,150
1527,99,150
1528,100,150
1529,101,150
1530,102,150
1531,103,150
1532,104,150
1533,105,150
1534,106,150
1535,107,150
1536,12,149
1537,13,149
1538,14,149
1539,15,149
1540,16,149
1541,17,149
1542,18,149
1543,19,149
1544,20,149
1545,21,149
1546,22,149
1547,23,149
1548,24,149
1549,25,149
1550,26,149
1551,27,149
1552,28,149
1553,29,149
1554,30,149
1555,31,149
1556,32,149
1557,33,149
1558,34,149
1559,35,149
1560,36,149
1561,37,149
1562,38,149
1563,39,149
1564,40,149
1565,41,149
1566,42,149
1567,43,149
1568,44,149
1569,45,149
1570,46,149
1571,47,149
1572,48,149
1573,49,149
1574,50,149
1575,51,149
1576,52,149
1577,53,149
1578,54,149
1579,55,149
1580,56,149
1581,57,149
1582,58,149
1583,59,149
1584,60,149
1585,61,149
1586,62,149
1587,63,149
1588,64,149
1589,65,149
1590,66,149
1591,67,149
1592,68,149
1593,69,149
1594,70,149
1595,71,149
1596,72,149
1597,73,149
1598,74,149
1599,75,149
1600,76,149
1601,77,149
1602,78,149
1603,79,149
1604,80,149
1605,81,149
1606,82,149
1607,83,149
1608,84,149
1609,85,149
1610,86,149
1611,87,149
1612,88,149
1613,89,149
1614,90,149
1615,91,149
1616,92,149
1617,93,149
1618,94,149
1619,95,149
1620,96,149
1621,97,149
1622,98,149
1623,99,149
1624,100,149
1625,101,149
1626,102,149
1627,103,149
1628,104,149
1629,105,149
1630,106,149
1631,107,149
1632,12,148
1633,13,148
1634,14,148
1635,15,148
1636,16,148
1637,17,148
1638,18,148
1639,19,148
1640,20,148
1641,21,148
1642,22,148
1643,23,148
1644,24,148
1645,25,148
1646,26,148
1647,27,148
1648,28,148
1649,29,148
1650,30,148
1651,31,148
1652,32,148
1653,33,148
1654,34,148
1655,35,148
1656,36,148
1657,37,148
1658,38,148
1659,39,148
1660,40,148
1661,41,148
1662,42,148
1663,43,148
1664,44,148
1665,45,148
1666,46,148
1667,47,148
1668,48,148
1669,49,148
1670,50,148
1671,51,148
1672,52,148
1673,53,148
1674,54,148
1675,55,148
1676,56,148
1677,57,148
1678,58,148
1679,59,148
1680,60,148
1681,61,148
1682,62,148
1683,63,148
1684,64,148
1685,65,148
1686,66,148
1687,67,148
1688,68,148
1689,69,148
1690,70,148
1691,71,148
1692,72,148
1693,73,148
1694,74,148
1695,75,148
1696,76,148
1697,77,148
1698,78,148
1699,79,148
1700,80,148
1701,81,148
1702,82,148
1703,83,148
1704,84,148
1705,85,148
1706,86,148
1707,87,148
1708,88,148
1709,89,148
1710,90,148
1711,91,148
1712,92,148
1713,93,148
1714,94,148
1715,95,148
1716,96,148
1717,97,148
1718,98,148
1719,99,148
1720,100,148
1721,101,148
1722,102,148
1723,103,148
1724,104,148
1725,105,148
1726,106,148
1727,107,148
1728,12,147
1729,13,147
1730,14,147
1731,15,147
1732,16,147
1733,17,147
1734,18,147
1735,19,147
1736,20,147
1737,21,147
1738,22,147
1739,23,147
1740,24,147
1741,25,147
1742,26,147
1743,27,147
1744,28,147
1745,29,147
1746,30,147
1747,31,147
1748,32,147
1749,33,147
1750,34,147
1751,35,147
1752,36,147
1753,37,147
1754,38,147
1755,39,147
1756,40,147
1757,41,147
1758,42,147
1759,43,147
1760,44,147
1761,45,147
1762,46,147
1763,47,147
1764,48,147
1765,49,147
1766,50,147
1767,51,147
1768,52,147
1769,53,147
1770,54,147
1771,55,147
1772,56,147
1773,57,147
1774,58,147
1775,59,147
1776,60,147
1777,61,147
1778,62,147
1779,63,147
1780,64,147
1781,65,147
1782,66,147
1783,67,147
1784,68,147
1785,69,147
1786,70,147
1787,71,147
1788,72,147
1789,73,147
1790,74,147
1791,75,147
1792,76,147
1793,77,147
1794,78,147
1795,79,147
1796,80,147
1797,81,147
1798,82,147
1799,83,147
1800,84,147
1801,85,147
1802,86,147
1803,87,147
1804,88,147
1805,89,147
1806,90,147
1807,91,147
1808,92,147
1809,93,147
1810,94,147
1811,95,147
1812,96,147
1813,97,147
1814,98,147
1815,99,147
1816,100,147
1817,101,147
1818,102,147
1819,103,147
1820,104,147
1821,105,147
1822,106,147
1823,107,147
1824,12,146
1825,13,146
1826,14,146
1827,15,146
1828,16,146
1829,17,146
1830,18,146
1831,19,146
1832,20,146
1833,21,146
1834,22,146
1835,23,146
1836,24,146
1837,25,146
1838,26,146
1839,27,146
1840,28,146
1841,29,146
1842,30,146
1843,31,146
1844,32,146
1845,33,146
1846,34,146
1847,35,146
1848,36,146
1849,37,146
1850,38,146
1851,39,146
1852,40,146
1853,41,146
1854,42,146
1855,43,146
1856,44,146
1857,45,146
1858,46,146
1859,47,146
1860,48,146
1861,49,146
1862,50,146
1863,51,146
1864,52,146
1865,53,146
1866,54,146
1867,55,146
1868,56,146
1869,57,146
1870,58,146
1871,59,146
1872,60,146
1873,61,146
1874,62,146
1875,63,146
1876,64,146
1877,65,146
1878,66,146
1879,67,146
1880,68,146
1881,69,146
1882,70,146
1883,71,146
1884,72,146
1885,73,146
1886,74,146
1887,75,146
1888,76,146
1889,77,146
1890,78,146
1891,79,146
1892,80,146
1893,81,146
1894,82,146
1895,83,146
1896,84,146
1897,85,146
1898,86,146
1899,87,146
1900,88,146
1901,89,146
1902,90,146
1903,91,146
1904,92,146
1905,93,146
1906,94,146
1907,95,146
1908,96,146
1909,97,146
1910,98,146
1911,99,146
1912,100,146
1913,101,146
1914,102,146
1915,103,146
1916,104,146
1917,105,146
1918,106,146
1919,107,146
1920,12,145
1921,13,145
1922,14,145
1923,15,145
1924,16,145
1925,17,145
1926,18,145
1927,19,145
1928,20,145
1929,21,145
1930,22,145
1931,23,145
1932,24,145
1933,25,145
1934,26,145
1935,27,145
1936,28,145
1937,29,145
1938,30,145
1939,31,145
1940,32,145
1941,33,145
1942,34,145
1943,35,145
1944,36,145
1945,37,145
1946,38,145
1947,39,145
1948,40,145
1949,41,145
1950,42,145
1951,43,145
1952,44,145
1953,45,145
1954,46,145
1955,47,145
1956,48,145
1957,49,145
1958,50,145
1959,51,145
1960,52,145
1961,53,145
1962,54,145
1963,55,145
1964,56,145
1965,57,145
1966,58,145
1967,59,145
1968,60,145
1969,61,145
1970,62,145
1971,63,145
1972,64,145
1973,65,145
1974,66,145
1975,67,145
1976,68,145
1977,69,145
1978,70,145
1979,71,145
1980,72,145
1981,73,145
1982,74,145
1983,75,145
1984,76,145
1985,77,145
1986,78,145
1987,79,145
1988,80,145
1989,81,145
1990,82,145
1991,83,145
1992,84,145
1993,85,145
1994,86,145
1995,87,145
1996,88,145
1997,89,145
1998,90,145
1999,91,145
2000,92,145
2001,93,145
2002,94,145
2003,95,145
2004,96,145
2005,97,145
2006,98,145
2007,99,145
2008,100,145
2009,101,145
2010,102,145
2011,103,145
2012,104,145
2013,105,145
2014,106,145
2015,107,145
2016,12,144
2017,13,144
2018,14,144
2019,15,144
2020,16,144
2021,17,144
2022,18,144
2023,19,144
2024,20,144
2025,21,144
2026,22,144
2027,23,144
2028,24,144
2029,25,144
2030,26,144
2031,27,144
2032,28,144
2033,29,144
2034,30,144
2035,31,144
2036,32,144
2037,33,144
2038,34,144
2039,35,144
2040,36,144
2041,37,144
2042,38,144
2043,39,144
2044,40,144
2045,41,144
2046,42,144
2047,43,144
2048,44,144
2049,45,144
2050,46,144
2051,47,144
2052,48,144
2053,49,144
2054,50,144
2055,51,144
2056,52,144
2057,53,144
2058,54,144
2059,55,144
2060,56,144
2061,57,144
2062,58,144
2063,59,144
2064,60,144
2065,61,144
2066,62,144
2067,63,144
2068,64,144
2069,65,144
2070,66,144
2071,67,144
2072,68,144
2073,69,144
2074,70,144
2075,71,144
2076,72,144
2077,73,144
2078,74,144
2079,75,144
2080,76,144
2081,77,144
2082,78,144
2083,79,144
2084,80,144
2085,81,144
2086,82,144
2087,83,144
2088,84,144
2089,85,144
2090,86,144
2091,87,144
2092,88,144
2093,89,144
2094,90,144
2095,91,144
2096,92,144
2097,93,144
2098,94,144
2099,95,144
2100,96,144
2101,97,144
2102,98,144
2103,99,144
2104,100,144
2105,101,144
2106,102,144
2107,103,144
2108,104,144
2109,105,144
2110,106,144
2111,107,144
2112,12,143
2113,13,143
2114,14,143
2115,15,143
2116,16,143
2117,17,143
2118,18,143
2119,19,143
2120,20,143
2121,21,143
2122,22,143
2123,23,143
2124,24,143
2125,25,143
2126,26,143
2127,27,143
2128,28,143
2129,29,143
2130,30,143
2131,31,143
2132,32,143
2133,33,143
2134,34,143
2135,35,143
2136,36,143
2137,37,143
